descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"348/00047	PINO",0,2,PERDEU," ",135.32,67.66
"811/20061	PINO",0,1,PERDEU," ",151.77,151.77
"811/50437	PINO",0,1,PERDEU," ",133.49,133.49
"811/50520	PINO",0,1,PERDEU," ",95.09,95.09
"813/00456	RASPADOR",0,8,PERDEU," ",43.92,5.49
"823/10270	ARRUELA",0,4,PERDEU," ",36.56,9.14
"821/10354	RASPADOR",0,8,PERDEU," ",29.28,3.66
"823/10638	CALÇO 0.5MM",0,20,PERDEU," ",18.2,0.91
"811/50375	PINO",0,1,PERDEU," ",129.83,129.83
"811/50372	PINO",0,1,PERDEU," ",106.06,106.06
"811/50569	PINO",0,1,PERDEU," ",88.69,88.69
"811/70099	PINO",0,2,PERDEU," ",120.68,60.34
"2203/0035	ANEL TRAVA",0,20,PERDEU," ",36.6,1.83
"910/60107	CABO TRAVA DA LANÇA",0,2,PERDEU," ",270.64,135.32
"123/04237	ANEL RASPADOR",0,10,PERDEU," ",91.4,9.14
"332/F3103	BATERIA",0,1,PERDEU," ",530.3,530.3
"335/G4208	FAROL",0,4,PERDEU," ",270.64,67.66
"717/07700	ALARME MARCHA RÉ",0,1,PERDEU," ",349.26,349.26
"701/Y1372	CHAVE IGNIÇÃO",0,1,PERDEU," ",150.86,150.86
"40/301747	RELÊ FREIO ESTACIONAMENTO",0,36,PERDEU," ",164.52,4.57
"40/303389	RELÊ PISCA ALERTA",0,2,PERDEU," ",18.28,9.14
"333/C1590	MOTOR LIMPADOR DIANTEIRO",0,1,PERDEU," ",920.7,920.7
"714/40282	BRAÇO LIMPADOR DIANTEIRO",0,1,PERDEU," ",222.18,222.18
"333/C1550	PALHETA LIMPADOR DIANTEIRA",0,2,PERDEU," ",235.9,117.95
"714/40293	MOTOR LIMPADOR TRASEIRO",0,1,PERDEU," ",842.99,842.99
"714/40144	BRAÇO LIMPADOR TRASEIRO",0,1,PERDEU," ",205.72,205.72
"714/40344	PALHETA LIMPADOR TRASEIRO",0,2,PERDEU," ",204.8,102.4
"128/G9261	RESERVATÓRIO PARABRISAS",0,1,PERDEU," ",242.29,242.29
"331/25685	COIFA ALAVANCA DE MARCHAS",0,1,PERDEU," ",154.52,154.52
"332/Y4070	PARAFUSO ALLEN",0,4,PERDEU," ",25.6,6.4
"40/303423	BUCHA",0,4,PERDEU," ",102.4,25.6
"332/G8805	PUNHO GIRATÓRIO",0,2,PERDEU," ",177.38,88.69
"701/80363	INTERRUPTOR TEMPERATURA ÓLEO",0,1,PERDEU," ",138.97,138.97
"1620/2055	ADAPTADOR",0,4,PERDEU," ",117.04,29.26
"1620/2056	ADAPTADOR",0,4,PERDEU," ",124.36,31.09
"333/Y9459	PRESILHA DUPLA",0,8,PERDEU," ",270.64,33.83
"821/00335	PRESILHA SIMPLES",0,8,PERDEU," ",153.6,19.2
"335/00772	TUBO HIDRÁULICO",0,2,PERDEU," ",245.04,122.52
"335/00771	TUBO HIDRÁULICO",0,2,PERDEU," ",245.04,122.52
"2201/0017	ABRAÇADEIRA",0,10,PERDEU," ",64,6.4
"332/E3382	VÁLVULA DE BLOQUEIO DUPLA",0,1,PERDEU," ",1632.95,1632.95
"335/F3510	ADAPTADOR",0,4,PERDEU," ",102.4,25.6
"1620/0011	ADAPTADOR",0,4,PERDEU," ",95.08,23.77
"1620/2053	ADAPTADOR",0,4,PERDEU," ",157.28,39.32
"816/90459	ADAPTADOR",0,2,PERDEU," ",71.32,35.66
"816/90542	TUBO RETORNO BOMBA HIDRÁULICA",0,1,PERDEU," ",477.27,477.27
"916/10012	ROLAMENTO",0,2,PERDEU," ",221.26,110.63
"334/Y2269	EIXO ACIONAMENTO",0,1,PERDEU," ",905.16,905.16
"20/950906	CONJUNTO REPARO DA BOMBA HIDRÁULICA",0,1,PERDEU," ",991.11,991.11
"25/220998	VÁLVULA SOLENÓIDE",0,2,PERDEU," ",2538.1,1269.05
"25/221054	BOBINA 12 V",0,2,PERDEU," ",1256.26,628.13
"35/100801	JG REPARO VÁLVULA SOLENÓIDE",0,2,PERDEU," ",841.16,420.58
"831/10181	BUCHA",0,4,PERDEU," ",128,32
"550/42257	BUCHA",0,4,PERDEU," ",160.92,40.23
"333/Y6687	BUCHA",0,4,PERDEU," ",117.04,29.26
"438/00016	CUBO DE RODA L.E.",0,1,PERDEU," ",1576.26,1576.26
"438/00017	CUBO DE RODA L.D.",0,1,PERDEU," ",1576.26,1576.26
"904/06700	RASPADOR",0,8,PERDEU," ",58.48,7.31
"334/Y3895	CUBO DA PLANETÁRIA",0,2,PERDEU," ",2296.74,1148.37
"917/50200	ROLAMENTO AGULHA",0,4,PERDEU," ",512,128
"821/00209	ARRUELA DE AJUSTE",0,12,PERDEU," ",120.72,10.06
"907/09000	ROLAMENTO",0,2,PERDEU," ",266.98,133.49
"438/00006	FLANGE EIXO DIANTEIRO",0,2,PERDEU," ",479.1,239.55
"MAO DE OBRA MECANICA",0,200,PERDEU," ",19200,96
"YN52D01008P1	PINO TRAVA",0,4,PERDEU," ",54.76,13.69
"2830445	JUNTA",0,10,PERDEU," ",328.7,32.87
"2445R220D4	ANEL VEDAÇÃO",0,10,PERDEU," ",127.8,12.78
"YM12B01039P1	ELO",0,1,PERDEU," ",505.76,505.76
"2444P803	VÁLVULA ESTICADOR",0,4,PERDEU," ",135.12,33.78
"YN50C01189P1	FECHADURA",0,1,PERDEU," ",374.3,374.3
"YN20M00107S020	EVAPORADOR",0,1,PERDEU," ",4712.48,4712.48
"YM12P00010P1	SILENCIOSO",0,1,PERDEU," ",723.94,723.94
"YM12P01009P1	TUBO ESCAPE",0,2,PERDEU," ",494.8,247.4
"YN64D01068F1	ROLETE SUPERIOR",0,8,PERDEU," ",6784.8,848.1
"2445R361F1	DUOCONE",0,8,PERDEU," ",693.84,86.73
"YN64D01069P1	EIXO",0,4,PERDEU," ",1000.56,250.14
"YN03M01695P1	COXIM MOTOR",0,8,PERDEU," ",423.6,52.95
"YN50C01173P1	VIDRO FRONTAL",0,1,PERDEU," ",1724.5,1724.5
"YM54D01003P2	MOLA ESTEIRA",0,2,PERDEU," ",2864.74,1432.37
"YF64D00001F1	ROLETE INFERIOR",0,14,PERDEU," ",8103.06,578.79
"YM51D01001P1	RODA MOTRIZ",0,2,PERDEU," ",2957.86,1478.93
"ZS13C16045	PARAFUSO",0,120,PERDEU," ",547.2,4.56
"YN40F01019D7	ANEL VEDAÇÃO",0,8,PERDEU," ",29.2,3.65
"YM12B01052P1	PINO",0,2,PERDEU," ",1708.98,854.49
"2445R138D8	RETENTOR",0,8,PERDEU," ",160.64,20.08
"YM43H01013P1	TUBO HIDRÁULICO",0,2,PERDEU," ",540.44,270.22
"YM60D00004P1	SAPATA",0,60,PERDEU," ",11831.4,197.19
"YN52D01011P1	MANCAL RODA GUIA",0,4,PERDEU," ",1486.24,371.56
"2445R152D1	ANEL ORING",0,10,PERDEU," ",54.8,5.48
"YB10V00004S019	VEDADOR",0,4,PERDEU," ",94.96,23.74
"YM01V00017R300	JG. REP. CILINDRO PROFUNDIDADE",0,1,PERDEU," ",1197.75,1197.75
"YN52D01001P1	EIXO RODA GUIA",0,2,PERDEU," ",522.18,261.09
"ZD11G07000	ANEL",0,10,PERDEU," ",45.6,4.56
"2439P177	PISTÃO ESTICADOR",0,2,PERDEU," ",1046.2,523.1
"YN40F01019D8	ANEL VEDAÇÃO",0,10,PERDEU," ",45.6,4.56
"YN52D01006P1	RODA GUIA",0,2,PERDEU," ",2395.5,1197.75
"2420P1580D4	PARAFUSO",0,60,PERDEU," ",328.8,5.48
"2445R451F1	DUOCONE",0,8,PERDEU," ",905.6,113.2
"YM01V00017F1	CILINDRO PROFUNDIDADE",0,1,PERDEU," ",4843.03,4843.03
"2438U999S4	BUCHA METÁLICA",0,2,PERDEU," ",120.5,60.25
"LQ01V00003S014	EMBÔLO",0,1,PERDEU," ",356.04,356.04
"YN02C02136P1	VIDRO LATERAL",0,1,PERDEU," ",849.01,849.01
"YM12B01070P1	PINO",0,2,PERDEU," ",1329.2,664.6
"YN12B01596P1	BUCHA",0,4,PERDEU," ",894.64,223.66
"YM01V00019F1	CILINDRO LEVANTE",0,2,PERDEU," ",7307,3653.5
"2438U1109S14	BUCHA METÁLICA",0,4,PERDEU," ",226.4,56.6
"YM01V00019S015	EMBÔLO",0,1,PERDEU," ",333.21,333.21
"2438U1109S14	BUCHA",0,2,PERDEU," ",348.74,174.37
"YM12B01040P1	ELO",0,1,PERDEU," ",505.76,505.76
"YB12B01072P1	BUCHA",0,4,PERDEU," ",978.64,244.66
"YM02B01036P1	BUCHA",0,4,PERDEU," ",518.52,129.63
"B16T0442D52	CALÇO 0.50MM",0,20,PERDEU," ",36.6,1.83
"B16T0442D39	CALÇO 0.90MM",0,20,PERDEU," ",36.6,1.83
"B16T0442D4	CALÇO 1.6MM",0,20,PERDEU," ",36.6,1.83
"2419P210	PINO",0,50,PERDEU," ",2191,43.82
"2424J376	ELO L.D.",0,40,PERDEU," ",2629.2,65.73
"YN30V00080F1	VÁLVULA",0,1,PERDEU," ",2523.3,2523.3
"LC52S00019P1	SENSOR PRESSÃO DO COMANDO",0,1,PERDEU," ",974.08,974.08
"YN03M01573P1	COXIM MOTOR",0,8,PERDEU," ",408.96,51.12
"YM05P00019S006	RADIADOR DE ÓLEO",0,1,PERDEU," ",2376.32,2376.32
"YN30V00105R150	JG. REPARO JOY STICK",0,1,PERDEU," ",690.17,690.17
"YB12B01838P1	BUCHA",0,4,PERDEU," ",1139.32,284.83
"YM12B01066P1	PINO",0,2,PERDEU," ",1984.68,992.34
"YN64D01069P1	EIXO ROLETE",0,4,PERDEU," ",1004.2,251.05
"ZD12P02900	ANEL ORING",0,20,PERDEU," ",109.6,5.48
"2405P415	BUCHA MESTRE",0,8,PERDEU," ",335.92,41.99
"YM01V00018F1	CILINDRO DA CONCHA",0,1,PERDEU," ",3463.61,3463.61
"2438U1949S4	BUCHA METÁLICA",0,2,PERDEU," ",105.9,52.95
"YM01V00018S015	EMBÔLO",0,1,PERDEU," ",311.3,311.3
"YM12B01092P1	BUCHA",0,4,PERDEU," ",650,162.5
"YM10V00006S123	ROLAMENTO",0,4,PERDEU," ",744.96,186.24
"YM10V00006S124	ROLAMENTO",0,2,PERDEU," ",410.82,205.41
"YM12B01135P1	BUCHA",0,4,PERDEU," ",671.92,167.98
"YM12B01136P1	BUCHA",0,4,PERDEU," ",587.92,146.98
"YN32W01072P1	ROLAMENTO",0,4,PERDEU," ",357.88,89.47
"ZR16X04000	ANEL ORING",0,10,PERDEU," ",63.9,6.39
"4895347	RETENTOR",0,10,PERDEU," ",474.7,47.47
"4895183	BUCHA",0,16,PERDEU," ",277.6,17.35
"YN32W01066P1	PINO GUIA",0,6,PERDEU," ",98.58,16.43
"YN32W01030P1	ROLAMENTO",0,4,PERDEU," ",335.96,83.99
"YN02C01787P1	VIDRO",0,1,PERDEU," ",1603.08,1603.08
"YN02C03160P1	VIDRO",0,1,PERDEU," ",1239.74,1239.74
"YM01V00019R300	JG. REP. CILINDRO LEVANTE",0,4,PERDEU," ",3914.6,978.65
"YM02B01069P1	PINO",0,2,PERDEU," ",2289.6,1144.8
"2420T6976	PARAFUSO",0,360,PERDEU," ",1641.6,4.56
"2420P1552	PORCA",0,360,PERDEU," ",1314,3.65
"2445Z1449	VEDAÇÃO",0,200,PERDEU," ",366,1.83
"2405P416	BUCHA",0,50,PERDEU," ",1826,36.52
"2853120	TUBO ENCHIMENTO",0,1,PERDEU," ",526.75,526.75
"YN32W01073P1	ROLAMENTO",0,6,PERDEU," ",1128.36,188.06
"4897877	JUNTA CÁRTER",0,2,PERDEU," ",178.94,89.47
"ZD12P02000	ANEL ORING",0,36,PERDEU," ",295.92,8.22
"YN35V00050F1	VALVULA SOLENÓIDE",0,1,PERDEU," ",1750.98,1750.98
"YM10V01002F1	VÁLVULA REGULADORA",0,1,PERDEU," ",2977.94,2977.94
"YN32W01053P1	ENGRENAGEM",0,3,PERDEU," ",3387.84,1129.28
"YN32W01056P1	ANEL ORING",0,10,PERDEU," ",54.8,5.48
"2852684	RESPIRO",0,2,PERDEU," ",199.02,99.51
"4899632	VÁLVULA ADMISSÃO",0,4,PERDEU," ",416.28,104.07
"YN32W01029P1	ROLAMENTO",0,4,PERDEU," ",387.08,96.77
"71469389	CARRIER",0,1,PERDEU," ",1209.62,1209.62
"2445R442F1	DUOCONE",0,4,PERDEU," ",631.72,157.93
"2405P482	BUCHA",0,4,PERDEU," ",361.52,90.38
"YM32W01002P1	PINHÃO GIRO",0,1,PERDEU," ",2357.15,2357.15
"2437U213S157	MOLA",0,24,PERDEU," ",328.56,13.69
"2424J377	ELO L.E.",0,40,PERDEU," ",2629.2,65.73
"2419P4211	PINO MESTRE",0,10,PERDEU," ",858.1,85.81
"4895393	ANEL ORING",0,10,PERDEU," ",36.5,3.65
"2853443	BOMBA DÁGUA",0,2,PERDEU," ",744.94,372.47
"YX10V00003S015	ANEL ORING",0,20,PERDEU," ",164.4,8.22
"YN02B01417D1	ARRUELA",0,20,PERDEU," ",292.2,14.61
"YM01V00018R300	JG. REP. CILINDRO CONCHA",0,2,PERDEU," ",2306.02,1153.01
"YN55V01057P1	VEDADOR",0,10,PERDEU," ",356,35.6
"YM10V00006S535	RETENTOR",0,10,PERDEU," ",164.3,16.43
"YM10V00003S702	ANEL ORING",0,20,PERDEU," ",73,3.65
"2456R442F1	FAROL CONJUNTO",0,6,PERDEU," ",503.94,83.99
"2852205	CÁRTER",0,1,PERDEU," ",901.96,901.96
"4899091	PARAFUSO",0,30,PERDEU," ",356.1,11.87
"YN10V00033R100	EIXO DA PLANETÁRIA",0,1,PERDEU," ",972.26,972.26
"4890833	RETENTOR",0,4,PERDEU," ",357.88,89.47
"4899039	PARAFUSO",0,10,PERDEU," ",82.2,8.22
"2853095	COLETOR ESCAPE",0,1,PERDEU," ",1335.6,1335.6
"YN05P0058S013	COXIM RADIADOR",0,8,PERDEU," ",701.12,87.64
"2452U202S5	PARAFUSO",0,10,PERDEU," ",82.2,8.22
"4895187	VÁLVULA ESCAPE",0,4,PERDEU," ",376.12,94.03
"YN35V00004S361	ANEL O",0,20,PERDEU," ",146,7.3
"YN35V00004S362	ANEL O",0,20,PERDEU," ",164.4,8.22
"YN35V00004S363	ANEL O",0,20,PERDEU," ",164.4,8.22
"2852037	JOGO DE ANÉIS",0,3,PERDEU," ",597.06,199.02
"2853375	VOLANTE DO MOTOR",0,1,PERDEU," ",1299.08,1299.08
"4897178	VEDADOR",0,8,PERDEU," ",211.76,26.47
"2852221	CREMALHEIRA",0,2,PERDEU," ",657.3,328.65
"2852364	PARAFUSO",0,20,PERDEU," ",73,3.65
"4895360	ISOLADOR",0,16,PERDEU," ",262.88,16.43
"2852033	JUNTA DA TAMPA",0,16,PERDEU," ",321.28,20.08
"4895361	HASTE",0,8,PERDEU," ",898.32,112.29
"4890832	RETENTOR",0,4,PERDEU," ",482.04,120.51
"4890189	SENSOR ROTAÇÃO",0,1,PERDEU," ",406.25,406.25
"4891353	PARAFUSO",0,10,PERDEU," ",164.3,16.43
"4897179	VEDADOR",0,8,PERDEU," ",204.48,25.56
"2830920	JUNTA CABEÇOTE",0,2,PERDEU," ",812.5,406.25
"4895336	ESPAÇADOR",0,16,PERDEU," ",350.56,21.91
"2855531	PISTAO",0,2,PERDEU," ",1551.96,775.98
"2830266	BOMBA ALIMENTADORA",0,2,PERDEU," ",774.16,387.08
"4896616	ENGRENAGEM BOMBA INJETORA",0,1,PERDEU," ",775.07,775.07
"ZD12P01100	ANEL ORING",0,20,PERDEU," ",36.6,1.83
"ZD12P01200	ANEL ORING",0,20,PERDEU," ",36.6,1.83
"ZD12P00600	ANEL ORING",0,20,PERDEU," ",18.2,0.91
"2856014	BOMBA INJETORA",0,1,PERDEU," ",11292.79,11292.79
"2855881	SUPORTE",0,2,PERDEU," ",723.04,361.52
"4897480	BOMBA DE ÓLEO",0,1,PERDEU," ",787.85,787.85
"2855399	BICO INJETOR",0,4,PERDEU," ",2092.4,523.1
"2856176	ESPAÇADOR",0,4,PERDEU," ",226.4,56.6
"4892318	ALTERNADOR",0,1,PERDEU," ",1961.86,1961.86
"2991636	ROLAMENTO",0,4,PERDEU," ",503.92,125.98
"2991637	ROLAMENTO",0,4,PERDEU," ",376.12,94.03
"2853447	POLIA",0,2,PERDEU," ",471.06,235.53
"4899052	JUNTA",0,6,PERDEU," ",71.22,11.87
"4899079	PARAFUSO",0,10,PERDEU," ",63.9,6.39
"2852885	JUNTA",0,6,PERDEU," ",71.22,11.87
"99498110	SOLENOIDE",0,2,PERDEU," ",3198.86,1599.43
"2852405	MOTOR DE PARTIDA",0,1,PERDEU," ",2947.81,2947.81
"2853124	TUBO DE RETORNO",0,2,PERDEU," ",631.74,315.87
"2853439	CABEÇOTE FILTRO",0,1,PERDEU," ",551.4,551.4
"2854355	VÁLVULA TERMOSTÁTICA",0,2,PERDEU," ",314.04,157.02
"2854072	ANEL RETENTOR",0,10,PERDEU," ",73,7.3
"YN02C02035S001	VIDRO",0,1,PERDEU," ",674.65,674.65
"2856090	TURBINA",0,1,PERDEU," ",4069.79,4069.79
"4892426	CUBO",0,2,PERDEU," ",1296.34,648.17
"2853288	POLIA",0,2,PERDEU," ",750.42,375.21
"2853176	POLIA VIRABREQUIM",0,1,PERDEU," ",372.47,372.47
"4896622	ENGRENAGEM DO COMANDO",0,1,PERDEU," ",756.81,756.81
"2852245	POLIA",0,2,PERDEU," ",419.94,209.97
"2852398	TENSOR",0,2,PERDEU," ",887.36,443.68
"2852397	GUIA",0,2,PERDEU," ",500.28,250.14
"2853208	CORREIA",0,4,PERDEU," ",650,162.5
"4892732	ROLAMENTO",0,4,PERDEU," ",482.04,120.51
"2854424	PARAFUSO",0,10,PERDEU," ",155.2,15.52
"ZM73C12030	PARAFUSO",0,16,PERDEU," ",248.32,15.52
"24100P1006F1	VÁLVULA DE FREIO",0,1,PERDEU," ",3729.27,3729.27
"YM30V00008S339	RETENTOR",0,24,PERDEU," ",504,21
"YN52S00045F1	SENSOR NÍVEL COMBUSTÍVEL",0,1,PERDEU," ",362.43,362.43
"YM30P01007F1	ACOPLAMENTO BOMBA HIDRÁULICA",0,1,PERDEU," ",1775.62,1775.62
"YN30V00105F1	VÁLVULA PILOTO",0,1,PERDEU," ",3152.3,3152.3
"2830559	JUNTA",0,4,PERDEU," ",153.36,38.34
"4896409	JUNTA",0,4,PERDEU," ",142.4,35.6
"2853427	VARETA NÍVEL DE ÓLEO",0,2,PERDEU," ",224.58,112.29
"2852533	ARRUELA",0,10,PERDEU," ",127.8,12.78
"YN05P00058S003	RADIADOR DÁGUA",0,1,PERDEU," ",4509.81,4509.81
"YB02B01085P1	PINO",0,2,PERDEU," ",1497.18,748.59
"2445R220D3	ANEL ORING",0,16,PERDEU," ",189.92,11.87
"2445R220D4	ANEL ORING",0,16,PERDEU," ",175.36,10.96
"2445R220D2	ANEL ORING",0,16,PERDEU," ",175.36,10.96
"MAO DE OBRA MECANICA",0,300,PERDEU," ",30675,102.25
"A5182	CALÇO",0,32,PERDEU," ",251.52,7.86
"A5183	CALÇO",0,32,PERDEU," ",251.52,7.86
"B5188	RETENTOR",0,8,PERDEU," ",212.24,26.53
"P840012	CONE",0,4,PERDEU," ",330.08,82.52
"P830011	CAPA",0,4,PERDEU," ",208.28,52.07
"P830012	CAPA",0,4,PERDEU," ",180.76,45.19
"B5187	RETENTOR",0,4,PERDEU," ",165.04,41.26
"P840013	CONE",0,4,PERDEU," ",341.88,85.47
"C5086	PINO DE GIRO",0,2,PERDEU," ",2196.72,1098.36
"A5185	BUCHA",0,4,PERDEU," ",180.76,45.19
"A5176	PINO",0,2,PERDEU," ",253.46,126.73
"P300001	GRAXEIRA",0,30,PERDEU," ",58.8,1.96
"P432405	PARAFUSO",0,10,PERDEU," ",29.5,2.95
"P114005	ARRUELA",0,30,PERDEU," ",29.4,0.98
"P128001	BUCHA",0,6,PERDEU," ",200.4,33.4
"A5173	PINO",0,4,PERDEU," ",102.16,25.54
"A5163	PINO",0,4,PERDEU," ",267.24,66.81
"A5167	BUCHA",0,4,PERDEU," ",106.12,26.53
"P817058	RETENTOR",0,10,PERDEU," ",78.6,7.86
"P840034	CONE",0,8,PERDEU," ",668.08,83.51
"P830029	CAPA",0,8,PERDEU," ",345.84,43.23
"P590007	PARAFUSO",0,30,PERDEU," ",176.7,5.89
"P790016	PORCA",0,30,PERDEU," ",88.5,2.95
"C12743	CUBO",0,4,PERDEU," ",2656.52,664.13
"P830007	CAPA",0,4,PERDEU," ",475.48,118.87
"P840006	CONE",0,4,PERDEU," ",294.72,73.68
"B8840	ENGRENAGEM",0,2,PERDEU," ",2377.5,1188.75
"D8842	EIXO",0,2,PERDEU," ",2839.24,1419.62
"P817060	RETENTOR",0,4,PERDEU," ",263.28,65.82
"P830009	CAPA",0,4,PERDEU," ",165.04,41.26
"P840009	CONE",0,4,PERDEU," ",310.44,77.61
"P817050	RETENTOR",0,4,PERDEU," ",125.76,31.44
"C12740	CUBO",0,4,PERDEU," ",2719.36,679.84
"C12739	TAMBOR",0,4,PERDEU," ",3524.96,881.24
"P341002	JG LONA",0,4,PERDEU," ",267.24,66.81
"C30009137	EIXO CARDÃ",0,1,PERDEU," ",1180.89,1180.89
"C30008970	EIXO CARDÃ",0,1,PERDEU," ",1262.43,1262.43
"Z53101011	PLACA DO CONVERSOR",0,1,PERDEU," ",252.49,252.49
"Z91250013	ABRAÇADEIRA",0,10,PERDEU," ",58.9,5.89
"C10008743	MANGUEIRA RADIADOR INF.",0,2,PERDEU," ",165.04,82.52
"C30007244	SILENCIOSO",0,1,PERDEU," ",472.55,472.55
"C30011383	RADIADOR DE ÓLEO",0,1,PERDEU," ",1397.02,1397.02
"C20011050	RADIADOR DÁGUA",0,1,PERDEU," ",3339.3,3339.3
"Z98720003	TAMPA RADIADOR",0,4,PERDEU," ",90.4,22.6
"C10008742	MANGUEIRA RADIADOR SUP.",0,2,PERDEU," ",155.22,77.61
"Z94210003	MOTOR PARTIDA",0,1,PERDEU," ",1512.95,1512.95
"Z91102001	ALTERNADOR",0,1,PERDEU," ",1112.12,1112.12
"Z91642001	CRUZETA",0,8,PERDEU," ",668.08,83.51
"Z92290001	CABO ESTRANGULADOR",0,2,PERDEU," ",208.28,104.14
"Z91711005	CREMALHEIRA",0,1,PERDEU," ",406.73,406.73
"Z96261046	PARAFUSO",0,20,PERDEU," ",157.2,7.86
"P124207	BOMBA INJETORA",0,1,PERDEU," ",6594.1,6594.1
"P124104	BOMBA ALIMENTADORA",0,2,PERDEU," ",497.12,248.56
"P887140	TUBO",0,2,PERDEU," ",133.62,66.81
"P887141	TUBO",0,2,PERDEU," ",133.62,66.81
"98871096	TUBO",0,2,PERDEU," ",133.62,66.81
"98871097	TUBO",0,2,PERDEU," ",133.62,66.81
"98871098	TUBO",0,2,PERDEU," ",133.62,66.81
"98871099	TUBO",0,2,PERDEU," ",133.62,66.81
"P140105	COLETOR ESCAPE",0,1,PERDEU," ",761.39,761.39
"P320077	JUNTA",0,4,PERDEU," ",43.24,10.81
"P123522	BOMBA DE ÓLEO",0,1,PERDEU," ",621.88,621.88
"P310021	INTERRRUPTOR PRESSÃO ÓLEO",0,2,PERDEU," ",170.94,85.47
"Z91235021	BOMBA DÁGUA",0,2,PERDEU," ",658.24,329.12
"Z96898012	POLIA",0,1,PERDEU," ",210.24,210.24
"Z93040004	HÉLICE",0,1,PERDEU," ",814.44,814.44
"Z91713011	CORREIA",0,4,PERDEU," ",330.08,82.52
"Z98910006	TERMOSTATO",0,2,PERDEU," ",180.76,90.38
"P311101	INTERRRUPTOR TEMP. DÁGUA",0,2,PERDEU," ",280.98,140.49
"C40005217	RESERVATÓRIO",0,1,PERDEU," ",286.87,286.87
"Z91235017	BOMBA HIDRÁULICA",0,1,PERDEU," ",1410.78,1410.78
"C10006220	JUNTA",0,4,PERDEU," ",31.44,7.86
"C10005173	PINO",0,4,PERDEU," ",133.6,33.4
"Z91280001	BUCHA",0,4,PERDEU," ",102.16,25.54
"Z50840297	ENGRENAGEM",0,1,PERDEU," ",626.79,626.79
"P302022	HASTE",0,1,PERDEU," ",434.24,434.24
"P213016	EMBOLO",0,2,PERDEU," ",216.14,108.07
"A15137	REPARO HIDRÁULICO",0,2,PERDEU," ",133.62,66.81
"Z98900006	VÁLVULA DIRECIONAL",0,1,PERDEU," ",2117.15,2117.15
"C10014659	ROLAMENTO DE ACIONAMENTO",0,4,PERDEU," ",644.48,161.12
"C20009713	ENGRENAGEM DE ACIONAMENTO",0,2,PERDEU," ",837.04,418.52
"Z98500090	ROLAMENTO",0,4,PERDEU," ",330.08,82.52
"Z98170028	RETENTOR",0,4,PERDEU," ",165.04,41.26
"Z50440298	ENGRENAGEM",0,2,PERDEU," ",1208.4,604.2
"Z50050627	ROLAMENTO",0,4,PERDEU," ",267.24,66.81
"Z60170059	EIXO",0,4,PERDEU," ",267.24,66.81
"Z92110065	ENGRENAGEM TRANSMISSÃO",0,2,PERDEU," ",1567.96,783.98
"Z98300070	CAPA",0,4,PERDEU," ",149.32,37.33
"Z98400083	CONE",0,4,PERDEU," ",243.64,60.91
"Z92120051	EIXO",0,2,PERDEU," ",685.74,342.87
"Z91135005	ARRUELA",0,10,PERDEU," ",88.4,8.84
"Z98620013	ROLAMENTO",0,4,PERDEU," ",475.48,118.87
"Z50440244	ENGRENAGEM",0,1,PERDEU," ",1254.57,1254.57
"Z60170064	EIXO PILOTO",0,1,PERDEU," ",939.21,939.21
"Z91150020	ANEL",0,20,PERDEU," ",275,13.75
"Z92030014	PLACA",0,36,PERDEU," ",1591.56,44.21
"Z92030013	PLACA",0,36,PERDEU," ",1273.32,35.37
"Z50280096	CUBO",0,2,PERDEU," ",1285.02,642.51
"Z50280097	PISTÃO",0,2,PERDEU," ",711.28,355.64
"Z98654006	SAPATA DE FREIO",0,4,PERDEU," ",872.4,218.1
"Z98171080	RETENTOR",0,8,PERDEU," ",212.24,26.53
"Z91732002	CORRENTE",0,4,PERDEU," ",2522.88,630.72
"C30004729	ENGRENAGEM",0,2,PERDEU," ",2450.2,1225.1
"C8968	SEMI EIXO DIFERENCIAL",0,2,PERDEU," ",3703.78,1851.89
"P170803	COROA E PINHÃO",0,1,PERDEU," ",3069.13,3069.13
"P211009	ENGRENAGEM",0,4,PERDEU," ",1422.56,355.64
"P211010	ENGRENAGEM",0,2,PERDEU," ",613.04,306.52
"P830007	ROLAMENTO",0,4,PERDEU," ",503,125.75
"P817013	RETENTOR",0,4,PERDEU," ",224,56
"Z91390003	CILINDRO MESTRE",0,2,PERDEU," ",1709.44,854.72
"Z91380002	REFORÇADOR DE FREIO",0,2,PERDEU," ",1373.44,686.72
"P642004	VÁLVULA PEDAL DE FREIO",0,2,PERDEU," ",1198.58,599.29
"Z91391009	CILINDRO DE RODA L.E.",0,4,PERDEU," ",538.36,134.59
"Z91391010	CILINDRO DE RODA L.D.",0,4,PERDEU," ",538.36,134.59
"Z93410006	JG DE LONA",0,8,PERDEU," ",534.48,66.81
"Z98930059	VÁLVULA REGULADORA PRESSÃO",0,2,PERDEU," ",434.24,217.12
"Z93021004	HASTE DE FREIO",0,8,PERDEU," ",416.56,52.07
"MAO DE OBRA MECANICA",0,300,PERDEU," ",30063,100.21
"2583562	AMORTECEDOR",0,4,DESCLASSIFICADO," ",1256,314
"2583457	RADIADOR",0,1,DESCLASSIFICADO," ",2550,2550
"2086176	TERMINAL",0,8,DESCLASSIFICADO," ",192,24
"2298757	SENSOR",0,1,DESCLASSIFICADO," ",555,555
"7M7410	BUJÃO",0,8,DESCLASSIFICADO," ",360,45
