descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"ZTAM00177	ANEL",0,16,DESCLASSIFICADO," ",352,22
"ZTAM00180	ENGRENAGEM",0,6,DESCLASSIFICADO," ",2232,372
"ZTAM00181	ENGRENAGEM",0,6,DESCLASSIFICADO," ",948,158
"ZTAM00195	EIXO",0,2,DESCLASSIFICADO," ",2356,1178
"ZTAM00090	DISCO FREIO",0,10,DESCLASSIFICADO," ",1510,151
"ZTAM00219	DISCO FREIO",0,10,DESCLASSIFICADO," ",1400,140
"ZTAM00223	PISTÃO",0,6,DESCLASSIFICADO," ",1140,190
"ZTAM00221	ANEL",0,6,DESCLASSIFICADO," ",300,50
"ZTAM00222	ANEL",0,6,DESCLASSIFICADO," ",276,46
"ZTAM00127	PARAFUSO",0,36,DESCLASSIFICADO," ",792,22
"X112702063	BUCHA",0,8,DESCLASSIFICADO," ",784,98
"61LB15210	PINO",0,4,DESCLASSIFICADO," ",1056,264
"61LB15030	PINO",0,4,DESCLASSIFICADO," ",988,247
"61LF15230	PINO",0,4,DESCLASSIFICADO," ",888,222
"61LB15040	PINO",0,4,DESCLASSIFICADO," ",952,238
"61LB15050	PINO",0,4,DESCLASSIFICADO," ",864,216
"61LB15200	PINO",0,4,DESCLASSIFICADO," ",1316,329
"61LB15060	PINO",0,4,DESCLASSIFICADO," ",904,226
"61LB15070	PINO",0,4,DESCLASSIFICADO," ",1156,289
"61LF10090	BUCHA",0,4,DESCLASSIFICADO," ",672,168
"61LF10100	BUCHA",0,4,DESCLASSIFICADO," ",636,159
"61LF10110	BUCHA",0,4,DESCLASSIFICADO," ",700,175
"S700070206	RASPADOR",0,24,DESCLASSIFICADO," ",384,16
"4932210	JUNTA CABEÇOTE",0,2,DESCLASSIFICADO," ",720,360
"4929641	VÁLVULA TERMOSTÁTICA",0,2,DESCLASSIFICADO," ",358,179
"3972735	ALTERNADOR",0,1,DESCLASSIFICADO," ",1797,1797
"3925852	POLIA ALTERNADOR",0,1,DESCLASSIFICADO," ",379,379
"3914461	POLIA DA HÉLICE",0,1,DESCLASSIFICADO," ",506,506
"3974765	BOMBA DE INJEÇÃO",0,1,DESCLASSIFICADO," ",5930,5930
"3905427	CREMALHEIRA",0,2,DESCLASSIFICADO," ",944,472
"4890832	RETENTOR",0,4,DESCLASSIFICADO," ",408,102
"3008468	ISOLADOR",0,16,DESCLASSIFICADO," ",208,13
"2830559	JUNTA",0,4,DESCLASSIFICADO," ",188,47
"3974127	JUNTA",0,4,DESCLASSIFICADO," ",188,47
"3976089	BOMBA DE ÓLEO",0,1,DESCLASSIFICADO," ",735,735
"4037469	TURBINA",0,1,DESCLASSIFICADO," ",3620,3620
"4899226	JUNTA TAMPA VÁLVULA",0,2,DESCLASSIFICADO," ",208,104
"3957593	MOTOR DE PARTIDA",0,1,DESCLASSIFICADO," ",2516,2516
"3976789	COLETOR ESCAPE",0,1,DESCLASSIFICADO," ",1339,1339
"3955339	JUNTA COLETOR",0,12,DESCLASSIFICADO," ",276,23
"4895460	TAMPA DO MOTOR",0,2,DESCLASSIFICADO," ",188,94
"3800984	BOMBA DÁGUA",0,2,DESCLASSIFICADO," ",1512,756
"3290051	CORREIA BOMBA DÁGUA",0,4,DESCLASSIFICADO," ",440,110
"3976834	TENSIONADOR",0,2,DESCLASSIFICADO," ",832,416
"3903652	ABRAÇADEIRA DA TURBINA",0,8,DESCLASSIFICADO," ",576,72
"3978945	TUBO ENCHIMENTO",0,1,DESCLASSIFICADO," ",423,423
"11LF30291	DEFLETOR",0,1,DESCLASSIFICADO," ",1095,1095
"MAO DE OBRA MECANICA",0,300,DESCLASSIFICADO," ",34500,115
"65019010020	JUNTA LATERAL",0,6,NAO_COTOU," ",0,0
"65015100101	RETENTOR",0,4,NAO_COTOU," ",0,0
"65023100006	CREMALHEIRA MOTOR",0,1,NAO_COTOU," ",0,0
"65039050002	JUNTA TAMPA VÁLVULA",0,2,NAO_COTOU," ",0,0
"65039010066	JUNTA CABEÇOTE",0,1,NAO_COTOU," ",0,0
"65018105011	TAMPA ÓLEO MOTOR",0,2,NAO_COTOU," ",0,0
"65058055222A	VARETA NÍVEL ÓLEO",0,2,NAO_COTOU," ",0,0
"65064025015	VÁLVULA TERMOSTÁTICA",0,2,NAO_COTOU," ",0,0
"65065006144A	BOMBA DÁGUA",0,2,NAO_COTOU," ",0,0
"65968010124A	CORREIA",0,4,NAO_COTOU," ",0,0
"65066015070	HÉLICE",0,1,NAO_COTOU," ",0,0
"65089010028	JUNTA ADMISSÃO",0,4,NAO_COTOU," ",0,0
"6508902A0034	JUNTA ESCAPE",0,4,NAO_COTOU," ",0,0
"65091007080A	TURBINA",0,1,NAO_COTOU," ",0,0
"65111017420A	BOMBA INJETORA",0,1,NAO_COTOU," ",0,0
"65262017076B	MOTOR PARTIDA",0,1,NAO_COTOU," ",0,0
"16100548	COXIM",0,8,NAO_COTOU," ",0,0
"69.996.068.020	JG DE JUNTAS",0,1,NAO_COTOU," ",0,0
"K1006781	MANGUEIRA RADIADOR INFERIOR",0,2,NAO_COTOU," ",0,0
"K1006780	MANGUEIRA RADIADOR SUPERIOR",0,2,NAO_COTOU," ",0,0
"K1008126	RADIADOR DÁGUA",0,1,NAO_COTOU," ",0,0
"K1008128	RADIADOR DE ÓLEO",0,1,NAO_COTOU," ",0,0
"K1012192B	SILENCIOSO",0,1,NAO_COTOU," ",0,0
"K1045900	TUBO ENTRADA",0,2,NAO_COTOU," ",0,0
"24747009	ACOPLAMENTO DE BORRACHA",0,2,NAO_COTOU," ",0,0
"54700026	BÓIA TANQUE",0,1,NAO_COTOU," ",0,0
"16100010	COXIM FRONTAL",0,4,NAO_COTOU," ",0,0
"16100011	COXIM TRASEIRO",0,4,NAO_COTOU," ",0,0
"90300072A	VIDRO L.D.",0,1,NAO_COTOU," ",0,0
"90300073A	VIDRO L.E. TRASEIRO",0,1,NAO_COTOU," ",0,0
"90300075	VIDRO TRASEIRO",0,1,NAO_COTOU," ",0,0
"K1033880	VIDRO FRONTAL SUPERIOR",0,1,NAO_COTOU," ",0,0
"90300074A	VIDRO FRONTAL INFERIOR",0,1,NAO_COTOU," ",0,0
"90300071B	VIDRO LATERAL SUPERIOR",0,1,NAO_COTOU," ",0,0
"90300069A	VIDRO LATERAL INFERIOR",0,1,NAO_COTOU," ",0,0
"K1010702	ALTERNADOR",0,1,NAO_COTOU," ",0,0
"21241509D1	ABRAÇADEIRA",0,16,NAO_COTOU," ",0,0
"21061019D10	CORREIA AR CONDICIONADO",0,4,NAO_COTOU," ",0,0
"K1000682	RODA MOTRIZ",0,2,NAO_COTOU," ",0,0
"12000050B	PARAFUSO RODA MOTRIZ",0,90,NAO_COTOU," ",0,0
"21809020	DUOCONE",0,8,NAO_COTOU," ",0,0
"K1036466	BUCHA",0,8,NAO_COTOU," ",0,0
"22201013	EIXO",0,2,NAO_COTOU," ",0,0
"S8010700	ANEL ORING",0,24,NAO_COTOU," ",0,0
"27100026	SUPORTE",0,8,NAO_COTOU," ",0,0
"21291236	MOLA DA ESTEIRA",0,2,NAO_COTOU," ",0,0
"K1037728	ROLETE SUPERIOR",0,4,NAO_COTOU," ",0,0
"K1037713A	ROLETE INFERIOR",0,18,NAO_COTOU," ",0,0
"21809005B	DUOCONE",0,24,NAO_COTOU," ",0,0
"21809098	DUOCONE",0,24,NAO_COTOU," ",0,0
"K1038790KT	KIT DE VEDAÇÃO",0,2,NAO_COTOU," ",0,0
"21232185G	PINO DA LANÇA",0,2,NAO_COTOU," ",0,0
"K1007253B	PINO",0,2,NAO_COTOU," ",0,0
"21232180G	PINO",0,2,NAO_COTOU," ",0,0
"12300409A	PINO",0,4,NAO_COTOU," ",0,0
"21232187E	PINO",0,2,NAO_COTOU," ",0,0
"K1037847A	BUCHA",0,8,NAO_COTOU," ",0,0
"21801106BD24	RETENTOR",0,42,NAO_COTOU," ",0,0
"S5102903	ARRUELA",0,32,NAO_COTOU," ",0,0
"K1046927	PINO",0,2,NAO_COTOU," ",0,0
"K1002130A	PINO",0,2,NAO_COTOU," ",0,0
"21232192E	PINO",0,2,NAO_COTOU," ",0,0
"K1007255A	PINO",0,2,NAO_COTOU," ",0,0
"K1007256A	PINO",0,2,NAO_COTOU," ",0,0
"K1037848A	BUCHA",0,8,NAO_COTOU," ",0,0
"K1037850A	BUCHA",0,4,NAO_COTOU," ",0,0
"K1037849A	BUCHA",0,4,NAO_COTOU," ",0,0
"K1037852A	BUCHA",0,4,NAO_COTOU," ",0,0
"K1037851A	BUCHA",0,4,NAO_COTOU," ",0,0
"K9001903	KIT DE VEDAÇÃO MOTOR DE GIRO",0,1,NAO_COTOU," ",0,0
"10400049A	ENGRENAGEM",0,3,NAO_COTOU," ",0,0
"10400047A	ENGRENAGEM",0,2,NAO_COTOU," ",0,0
"10400050	ENGRENAGEM",0,4,NAO_COTOU," ",0,0
"10400048	ENGRENAGEM",0,2,NAO_COTOU," ",0,0
"10900174	ROLAMENTO",0,4,NAO_COTOU," ",0,0
"21801254	RETENTOR",0,12,NAO_COTOU," ",0,0
"K9007394	ARRUELA",0,32,NAO_COTOU," ",0,0
"21099033	ROLAMENTO",0,2,NAO_COTOU," ",0,0
"21121248E	PINHÃO",0,2,NAO_COTOU," ",0,0
"K9007406	JG PISTÕES",0,1,NAO_COTOU," ",0,0
"K9004447	PLACA",0,2,NAO_COTOU," ",0,0
"41200013	DISCO",0,4,NAO_COTOU," ",0,0
"K1045478	SAPATA",0,49,NAO_COTOU," ",0,0
"K9007388	PINO",0,8,NAO_COTOU," ",0,0
"35200014	PLACA",0,2,NAO_COTOU," ",0,0
"K9007387	ENGRENAGEM",0,6,NAO_COTOU," ",0,0
"121600017	ROLAMENTO",0,6,NAO_COTOU," ",0,0
"K9007390	ENGRENAGEM",0,2,NAO_COTOU," ",0,0
"K9007403	ROLAMENTO",0,1,NAO_COTOU," ",0,0
"K9007391	ENGRENAGEM",0,4,NAO_COTOU," ",0,0
"K9007393	ENGRENAGEM",0,8,NAO_COTOU," ",0,0
"K9007392	PINO",0,4,NAO_COTOU," ",0,0
"K9007362	HASTE CILINDRO LEVANTE",0,2,NAO_COTOU," ",0,0
"K9001878	JG REPARO CILINDRO LEVANTE",0,4,NAO_COTOU," ",0,0
"K1037853	BUCHA",0,6,NAO_COTOU," ",0,0
"K9001880	HASTE CILINDRO PROFUNDIDADE",0,1,NAO_COTOU," ",0,0
"K9001901	JG REPARO CILINDRO PROFUNDIDADE",0,2,NAO_COTOU," ",0,0
"K9001869A	HASTE CILINDRO DA CONCHA",0,1,NAO_COTOU," ",0,0
"K9001892	JG REPARO CILINDRO DA CONCHA",0,2,NAO_COTOU," ",0,0
"K1000410	BOMBA PILOTO",0,1,NAO_COTOU," ",0,0
"k9007389	ARRUELA",0,24,NAO_COTOU," ",0,0
"DS7752026	ARRUELA",0,24,NAO_COTOU," ",0,0
"DS7752018	ARRUELA",0,24,NAO_COTOU," ",0,0
"21061019D18	CORREIA",0,4,NAO_COTOU," ",0,0
"1070005	POLIA BOMBA DÁGUA",0,1,NAO_COTOU," ",0,0
"27000063B	RODA GUIA",0,2,NAO_COTOU," ",0,0
"K9006882	JG REPARO ESTICADOR",0,4,NAO_COTOU," ",0,0
"51500012A	LÂMPADA 24V 2W",0,10,NAO_COTOU," ",0,0
"25151016D4	LÂMPADA HALOGÊNEA 24V 75/70W",0,6,NAO_COTOU," ",0,0
"25151022D1	LÂMPADA 24V 75/70W",0,6,NAO_COTOU," ",0,0
"25061104	BATERIA",0,2,NAO_COTOU," ",0,0
"25271016	FUSÍVEL 10A",0,20,NAO_COTOU," ",0,0
"25271017	FUSÍVEL 15A",0,20,NAO_COTOU," ",0,0
"25271018	FUSÍVEL 20A",0,20,NAO_COTOU," ",0,0
"25271025	FUSÍVEL 30A",0,20,NAO_COTOU," ",0,0
"25271023A	FUSÍVEL LINK 27A",0,10,NAO_COTOU," ",0,0
"25449033	RELÊ",0,4,NAO_COTOU," ",0,0
"25449024	 RELÊ DA BATERIA",0,3,NAO_COTOU," ",0,0
"42000295KT	JG REPARO VÁLVULA CONTROLE",0,1,NAO_COTOU," ",0,0
"K9008310	JG REP. VEDAÇÃO LOCOMOÇÃO MOTOR",0,1,NAO_COTOU," ",0,0
"65900200066A	PARAFUSO",0,8,NAO_COTOU," ",0,0
"65903020009	SELO MOTOR",0,4,NAO_COTOU," ",0,0
"65903020041	SELO MOTOR",0,4,NAO_COTOU," ",0,0
"65903020042	SELO MOTOR",0,4,NAO_COTOU," ",0,0
"65903100030	BUJÃO q",0,2,NAO_COTOU," ",0,0
"6561900704	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"65903200019	BUJÃO",0,2,NAO_COTOU," ",0,0
"6150910313	SELO MOTOR",0,4,NAO_COTOU," ",0,0
"65903200022	BUJÃO",0,2,NAO_COTOU," ",0,0
"65902010058	PRISIONEIRO",0,8,NAO_COTOU," ",0,0
"6019133113	PARAFUSO",0,10,NAO_COTOU," ",0,0
"65900200049	PARAFUSO",0,10,NAO_COTOU," ",0,0
"65965070007	ARRUELA PRESSÃO",0,20,NAO_COTOU," ",0,0
"65019010020	JUNTA TAMPA LATERAL",0,4,NAO_COTOU," ",0,0
"6560210106	ANEL ORING",0,10,NAO_COTOU," ",0,0
"65903100135	BUJÃO",0,2,NAO_COTOU," ",0,0
"6561900706	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"6560210102	ANEL ORING",0,10,NAO_COTOU," ",0,0
"65274417006	INTERRUPTOR PRESSÃO DE ÓLEO",0,2,NAO_COTOU," ",0,0
"65902010182	PRISIONEIRO",0,4,NAO_COTOU," ",0,0
"6019132911	PARAFUSO",0,4,NAO_COTOU," ",0,0
"65015100001	RETENTOR",0,4,NAO_COTOU," ",0,0
"6501903B0003	JUNTA TAMPA DISTRIBUIÇÃO",0,4,NAO_COTOU," ",0,0
"6014944409	PARAFUSO",0,6,NAO_COTOU," ",0,0
"6167312110	ARRUELA PRESSÃO",0,10,NAO_COTOU," ",0,0
"6110639217	PARAFUSO",0,10,NAO_COTOU," ",0,0
"6220223111	PINO",0,2,NAO_COTOU," ",0,0
"65019040021	JUNTA CARCAÇA VOLANTE",0,2,NAO_COTOU," ",0,0
"65021150009	ENGRENAGEM VIRABREQUIM",0,2,NAO_COTOU," ",0,0
"65915010006	CHAVETA",0,4,NAO_COTOU," ",0,0
"6670200105	ABRAÇADEIRA",0,10,NAO_COTOU," ",0,0
"6670200101	ABRAÇADEIRA",0,10,NAO_COTOU," ",0,0
"65900010139	PARAFUSO",0,5,NAO_COTOU," ",0,0
"6167312107	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"65051017025	BOMBA DE ÓLEO",0,1,NAO_COTOU," ",0,0
"65057015636A	TUBO BOMBA DE ÓLEO",0,1,NAO_COTOU," ",0,0
"6019233120	PARAFUSO",0,4,NAO_COTOU," ",0,0
"6505903A0002	JUNTA",0,6,NAO_COTOU," ",0,0
"6019443215	PARAFUSO",0,10,NAO_COTOU," ",0,0
"6316410222	ESFERA",0,5,NAO_COTOU," ",0,0
"6561900709	ANEL ORING",0,10,NAO_COTOU," ",0,0
"65903100036A	BUJÃO",0,2,NAO_COTOU," ",0,0
"65976010045	MOLA",0,4,NAO_COTOU," ",0,0
"65059020025	JUNTA",0,4,NAO_COTOU," ",0,0
"6505902A0005	JUNTA TROCADOR ÓLEO",0,2,NAO_COTOU," ",0,0
"6150102311	ARRUELA PRESSÃO",0,10,NAO_COTOU," ",0,0
"65057015531	TUBO RETORNO ÓLEO",0,1,NAO_COTOU," ",0,0
"65057015530	TUBO ENTRADA ÓLEO",0,1,NAO_COTOU," ",0,0
"6505903A0001	JUNTA",0,2,NAO_COTOU," ",0,0
"65058015247	CÁRTER",0,1,NAO_COTOU," ",0,0
"65981255022A	BUJÃO",0,2,NAO_COTOU," ",0,0
"6561900732	ANEL DE VEDAÇÃO",0,6,NAO_COTOU," ",0,0
"6019133119	PARAFUSO",0,10,NAO_COTOU," ",0,0
"65057405007	SUPORTE",0,2,NAO_COTOU," ",0,0
"65064050039	SUPORTE",0,2,NAO_COTOU," ",0,0
"6019233114	PARAFUSO",0,5,NAO_COTOU," ",0,0
"6014934217	PARAFUSO",0,5,NAO_COTOU," ",0,0
"6014934216	PARAFUSO",0,10,NAO_COTOU," ",0,0
"6160440211	ARRUELA PRESSÃO",0,10,NAO_COTOU," ",0,0
"6506904A0004	JUNTA",0,4,NAO_COTOU," ",0,0
"65963010045C	MANGUEIRA DE RETORNO",0,2,NAO_COTOU," ",0,0
"6670200106	ABRAÇADEIRA",0,5,NAO_COTOU," ",0,0
"65065206007	SELO MECÂNICO",0,2,NAO_COTOU," ",0,0
"65934100027	ROLAMENTO",0,2,NAO_COTOU," ",0,0
"6290200132	ANEL TRAVA",0,5,NAO_COTOU," ",0,0
"65065040033	POLIA",0,1,NAO_COTOU," ",0,0
"65065060085	ROTOR",0,2,NAO_COTOU," ",0,0
"65066060039	POLIA",0,1,NAO_COTOU," ",0,0
"65066110132	FLANGE",0,2,NAO_COTOU," ",0,0
"6061758208	PRISIONEIRO",0,10,NAO_COTOU," ",0,0
"6110638214	PORCA",0,5,NAO_COTOU," ",0,0
"65082015062	COLETOR EXAUSTÃO",0,1,NAO_COTOU," ",0,0
"65917010029	ESPAÇADOR",0,2,NAO_COTOU," ",0,0
"65099010018A	JUNTA",0,5,NAO_COTOU," ",0,0
"65099010020	JUNTA",0,5,NAO_COTOU," ",0,0
"65057015342	TUBO ÓLEO",0,2,NAO_COTOU," ",0,0
"65057015343	TUBO ÓLEO",0,2,NAO_COTOU," ",0,0
"65966010067	JUNTA",0,5,NAO_COTOU," ",0,0
"6019133115	PARAFUSO",0,10,NAO_COTOU," ",0,0
"6670200109	ABRAÇADEIRA",0,10,NAO_COTOU," ",0,0
"65094400016	SUPORTE",0,2,NAO_COTOU," ",0,0
"65101017099A	BICO INJETOR",0,6,NAO_COTOU," ",0,0
"65965070044B	ANEL VEDAÇÃO",0,4,NAO_COTOU," ",0,0
"65965070050	ANEL ORING",0,8,NAO_COTOU," ",0,0
"65902010099	PRISIONEIRO",0,6,NAO_COTOU," ",0,0
"6110638214	PORCA",0,10,NAO_COTOU," ",0,0
"6167312107	ARRUELA LISA",0,8,NAO_COTOU," ",0,0
"65103016088	TUBO INJETOR",0,4,NAO_COTOU," ",0,0
"65103016089	TUBO INJETOR",0,4,NAO_COTOU," ",0,0
"6561800714	ANEL ORING",0,5,NAO_COTOU," ",0,0
"65057015200	TUBO ÓLEO",0,2,NAO_COTOU," ",0,0
"65981550011	UNIÃO",0,2,NAO_COTOU," ",0,0
"6019133122	PARAFUSO",0,5,NAO_COTOU," ",0,0
"6019133124	PARAFUSO",0,5,NAO_COTOU," ",0,0
"6012837128	PARAFUSO",0,5,NAO_COTOU," ",0,0
"65114010002C	SUPORTE",0,2,NAO_COTOU," ",0,0
"6511902A0001	JUNTA",0,2,NAO_COTOU," ",0,0
"65291015001	CHICOTE ELÉTRICO",0,1,NAO_COTOU," ",0,0
"21601004D48	COXIM",0,2,NAO_COTOU," ",0,0
"21601004D39	COXIM",0,2,NAO_COTOU," ",0,0
"21601201D11	COXIM",0,2,NAO_COTOU," ",0,0
"21601201D12	COXIM",0,2,NAO_COTOU," ",0,0
"21601004D55	COXIM",0,2,NAO_COTOU," ",0,0
"19102990C	PLACA",0,1,NAO_COTOU," ",0,0
"K1049858	PARAFUSO",0,4,NAO_COTOU," ",0,0
"K1000039A	SUPORTE MOTOR",0,1,NAO_COTOU," ",0,0
"K1000041A	SUPORTE MOTOR",0,1,NAO_COTOU," ",0,0
"K1000040A	SUPORTE MOTOR",0,1,NAO_COTOU," ",0,0
"K1000042A	SUPORTE MOTOR",0,1,NAO_COTOU," ",0,0
"K1007551	TUBO DE AR",0,1,NAO_COTOU," ",0,0
"K1038409	RESERVATÓRIO DÁGUA",0,1,NAO_COTOU," ",0,0
"K1016430	TAMPA  PROTETORA",0,2,NAO_COTOU," ",0,0
"12400310A	ABRAÇADEIRA",0,2,NAO_COTOU," ",0,0
"K1001029	PARAFUSO",0,8,NAO_COTOU," ",0,0
"S5010713	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"S4012733	PORCA",0,5,NAO_COTOU," ",0,0
"S0515866	PARAFUSO",0,7,NAO_COTOU," ",0,0
"12400298B	CARCAÇA FILTRO DE AR",0,1,NAO_COTOU," ",0,0
"17000004	INDICATOR FILTRO DE AR",0,2,NAO_COTOU," ",0,0
"K9000422	PARAFUSO ALLEN",0,8,NAO_COTOU," ",0,0
"S0512266	PARAFUSO",0,6,NAO_COTOU," ",0,0
"S0512366	PARAFUSO",0,6,NAO_COTOU," ",0,0
"S5102603	ARRUELA",0,10,NAO_COTOU," ",0,0
"DS2214051	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"18100103	REDUTOR",0,2,NAO_COTOU," ",0,0
"S6710041	CONEXÃO",0,2,NAO_COTOU," ",0,0
"12100006	PORCA",0,4,NAO_COTOU," ",0,0
"12400208D2	ABRAÇADEIRA",0,4,NAO_COTOU," ",0,0
"S8011450	ANEL ORING",0,2,NAO_COTOU," ",0,0
"K1004266	TAMPA TANQUE DIESEL",0,1,NAO_COTOU," ",0,0
"11900014AD1	INDICADOR NÍVEL COMBUSTÍVEL",0,1,NAO_COTOU," ",0,0
"S8000111	ANEL ORING",0,6,NAO_COTOU," ",0,0
"21141813	CALÇO REGULAGEM",0,10,NAO_COTOU," ",0,0
"21141814	CALÇO REGULAGEM",0,10,NAO_COTOU," ",0,0
"11400425	ESPAÇADOR",0,2,NAO_COTOU," ",0,0
"21811890D2	BUJÃO",0,2,NAO_COTOU," ",0,0
"K1011675A	TAMPA TANQUE HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"S8011850	ANEL ORING",0,10,NAO_COTOU," ",0,0
"21291393	MOLA",0,2,NAO_COTOU," ",0,0
"24261175	VÁLVULA BY-PASS",0,1,NAO_COTOU," ",0,0
"11900025B	INDICADOR NÍVEL ÓLEO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"K9005662	JUNTA",0,4,NAO_COTOU," ",0,0
"S8011200	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8000181	ANEL ORING",0,10,NAO_COTOU," ",0,0
"21811950D7	BUJÃO",0,2,NAO_COTOU," ",0,0
"S4012733	PORCA",0,8,NAO_COTOU," ",0,0
"K1003296	SENSOR TEMPERATURA ÓLEO",0,2,NAO_COTOU," ",0,0
"21811950D3	BUJÃO",0,2,NAO_COTOU," ",0,0
"21811950D9	BUJÃO",0,2,NAO_COTOU," ",0,0
"21811950D1	BUJÃO",0,2,NAO_COTOU," ",0,0
"21812294D2	CONEXÃO",0,2,NAO_COTOU," ",0,0
"K1036301	TUBO",0,1,NAO_COTOU," ",0,0
"K1036303B	TUBO",0,1,NAO_COTOU," ",0,0
"K1036302B	TUBO",0,1,NAO_COTOU," ",0,0
"54900095	SENSOR DE PRESSÃO",0,2,NAO_COTOU," ",0,0
"21812627D5	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"K1036299A	TUBO",0,1,NAO_COTOU," ",0,0
"21811951D5	CONEXÃO",0,1,NAO_COTOU," ",0,0
"K1007835	CABO DE CONTROLE",0,2,NAO_COTOU," ",0,0
"21811126D7	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"21811951D16	CONEXÃO",0,2,NAO_COTOU," ",0,0
"62102801	TAMPA DO INTERRUPTOR",0,2,NAO_COTOU," ",0,0
"K1010466	PROTETOR LATERAL",0,2,NAO_COTOU," ",0,0
"S2202966	PARAFUSO",0,5,NAO_COTOU," ",0,0
"62103012G	TAMPA DE CONTROLE SUPERIOR L.E.",0,1,NAO_COTOU," ",0,0
"62102901B	TAMPA DE CONTROLE INFERIOR L.E.",0,1,NAO_COTOU," ",0,0
"62102900B	TAMPA DE CONTROLE SUPERIOR L.D.",0,1,NAO_COTOU," ",0,0
"62102898G	TAMPA DE CONTROLA INFERIOR L.D.",0,1,NAO_COTOU," ",0,0
"21141058D2	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"21219007	PORCA",0,10,NAO_COTOU," ",0,0
"21202166D2	PARAFUSO",0,10,NAO_COTOU," ",0,0
"K1040606	RETROVISOR",0,2,NAO_COTOU," ",0,0
"13300229A	ALAVANCA L.D.",0,1,NAO_COTOU," ",0,0
"13300230A	ALAVANCA L.E.",0,1,NAO_COTOU," ",0,0
"21321134B	MANOPLA L.D.",0,2,NAO_COTOU," ",0,0
"21321133B	MANOPLA L.E.",0,2,NAO_COTOU," ",0,0
"S2201766	PARAFUSO",0,10,NAO_COTOU," ",0,0
"S5000113	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"21612487	PROTETOR DE BORRACHA",0,4,NAO_COTOU," ",0,0
"DS1001088	AMORTECEDOR GÁS",0,2,NAO_COTOU," ",0,0
"K1007665B	TUBO DE LUBRIFICAÇÃO",0,1,NAO_COTOU," ",0,0
"21811925	CONEXÃO",0,2,NAO_COTOU," ",0,0
"S0504366	PARAFUSO",0,10,NAO_COTOU," ",0,0
"S5102303	ARRUELA PRESSÃO",0,10,NAO_COTOU," ",0,0
"25439015	CONTROLE DE PARTIDA",0,1,NAO_COTOU," ",0,0
"54300106	CONTROLE DO LIMPADOR",0,1,NAO_COTOU," ",0,0
"25311003	CONVERSOR D.C.",0,1,NAO_COTOU," ",0,0
"54500011	RESISTÊNCIA AUXILIAR",0,1,NAO_COTOU," ",0,0
"K1001263A	CAIXA DE FUSÍVEL",0,2,NAO_COTOU," ",0,0
"K1002406D11	INTERRUPTOR DO ATUADOR",0,1,NAO_COTOU," ",0,0
"54900103	INTERRUPTOR DO COMUTATOR",0,1,NAO_COTOU," ",0,0
"K1001858A	INTERRUPTOR DE PARTIDA",0,2,NAO_COTOU," ",0,0
"25479038B	SENSOR TEMPERATURA DÁGUA",0,2,NAO_COTOU," ",0,0
"25471015	SENSOR DE VELOCIDADE",0,1,NAO_COTOU," ",0,0
"21971793	SUPORTE SENSOR VELOCIDADE",0,1,NAO_COTOU," ",0,0
"21806086	ANEL ORING",0,10,NAO_COTOU," ",0,0
"K1011385	ANEL ORING",0,10,NAO_COTOU," ",0,0
"K1011388	ANEL ORING",0,10,NAO_COTOU," ",0,0
"42200055	VÁLVULA ESTICADOR ESTEIRA",0,2,NAO_COTOU," ",0,0
"27100026	MANCAL RODA GUIA",0,2,NAO_COTOU," ",0,0
"21231011	PINO TRAVA",0,4,NAO_COTOU," ",0,0
"21811116D2	BUJÃO",0,2,NAO_COTOU," ",0,0
"K1038793	TAMPA",0,1,NAO_COTOU," ",0,0
"K1038794	ESPAÇADOR",0,2,NAO_COTOU," ",0,0
"S6500600	ANEL RETENTOR",0,4,NAO_COTOU," ",0,0
"S8000901	ANEL ORING",0,5,NAO_COTOU," ",0,0
"S8011000	ANEL ORING",0,5,NAO_COTOU," ",0,0
"S8001050	ANEL ORING",0,5,NAO_COTOU," ",0,0
"K9006884	ARRUELA",0,4,NAO_COTOU," ",0,0
"K9006883	ARRUELA",0,4,NAO_COTOU," ",0,0
"S0515253	PARAFUSO",0,8,NAO_COTOU," ",0,0
"S5102703	ARRUELA PRESSÃO",0,10,NAO_COTOU," ",0,0
"21811116D2	BUJÃO",0,2,NAO_COTOU," ",0,0
"K1038374	ESPAÇADOR",0,4,NAO_COTOU," ",0,0
"K1038373	RETENTOR",0,6,NAO_COTOU," ",0,0
"K1038377	PARAFUSO",0,10,NAO_COTOU," ",0,0
"K1038378	PORCA",0,5,NAO_COTOU," ",0,0
"DS7752012	ARRUELA",0,5,NAO_COTOU," ",0,0
"DS7752017	ARRUELA",0,5,NAO_COTOU," ",0,0
